loan_id,account_id,date,amount,duration,payments,status,year,avg_balance,min_balance,max_balance,total_transactions,avg_transaction_amount,total_credits,total_withdrawals,credit_withdrawal_ratio,client_id,age,gender,avg_salary,unemployment_rate,has_card,default
5519,2694,1994-03-08,91632,12,7636,A,1994,47772.92505307856,700.0,98393.3,471,5810.864118895966,157,314,0.5,3251,64,Female,8363,2.5199999809265137,0,0
5520,2699,1998-08-30,231168,48,4816,C,1998,55594.17740112994,300.0,122436.6,177,12886.830508474577,48,129,0.37209302325581395,3257,48,Female,8746,3.3299999237060547,1,0
5523,2705,1993-12-08,93888,36,2608,A,1993,33916.30478359909,600.0,70238.4,439,6227.346241457859,179,260,0.6884615384615385,3264,76,Female,8288,3.7899999618530273,0,0
5525,2720,1998-04-27,93888,36,2608,C,1998,63054.63333333333,200.0,144694.2,162,12049.975308641975,60,102,0.5882352941176471,3284,90,Male,8507,1.6699999570846558,0,0
5526,2725,1998-11-08,69624,36,1934,C,1998,50777.69685534591,1100.0,85485.5,159,5529.899371069182,44,115,0.3826086956521739,3291,79,Male,8363,2.5199999809265137,1,0
5527,2728,1998-06-15,156420,60,2607,C,1998,49504.264150943396,400.0,97017.1,106,9933.764150943396,41,65,0.6307692307692307,3294,69,Male,8363,2.5199999809265137,0,0
5531,2753,1997-09-30,66432,24,2768,C,1997,32741.009433962263,700.0,69031.9,212,7595.490566037736,69,143,0.4825174825174825,3324,55,Female,10787,2.640000104904175,0,0
5532,2754,1997-05-04,335280,48,6985,C,1997,40250.002953586496,500.0,123335.2,237,13165.10970464135,70,167,0.41916167664670656,3326,74,Female,8720,3.7300000190734863,0,0
5533,2762,1994-07-05,111384,24,4641,A,1994,60995.28415213946,500.0,166547.7,631,11695.117274167987,217,414,0.5241545893719807,3335,59,Male,9622,0.44999998807907104,0,0
5549,2824,1994-07-16,50460,60,841,C,1994,56506.1286407767,800.0,122482.4,412,4963.924757281553,134,278,0.48201438848920863,3414,79,Female,9622,0.44999998807907104,1,0
5556,2872,1997-05-19,268320,60,4472,C,1997,19001.57848837209,200.0,49189.6,172,4358.2558139534885,59,113,0.5221238938053098,3471,74,Female,12541,0.28999999165534973,0,0
5561,2910,1998-08-29,437460,60,7291,C,1998,44696.83975903615,900.0,101929.2,83,15878.939759036144,28,55,0.509090909090909,3517,73,Female,9893,4.090000152587891,1,0
5563,2912,1996-02-29,380160,60,6336,C,1996,68036.01010928962,1100.0,157337.5,366,15268.77868852459,154,212,0.7264150943396226,3519,77,Male,10673,4.75,1,0
5568,2933,1994-05-17,272520,60,4542,C,1994,52349.977330508475,1100.0,175150.7,472,10633.050847457627,176,296,0.5945945945945946,3542,87,Male,10124,0.5600000023841858,0,0
5569,2936,1998-01-20,504000,60,8400,C,1998,26813.88121827411,200.0,59151.4,197,4355.634517766497,94,103,0.912621359223301,3546,55,Male,8980,1.9500000476837158,0,0
5576,2962,1994-12-21,31248,12,2604,A,1994,60424.51421800948,1000.0,156949.9,422,11484.329383886256,164,258,0.6356589147286822,3576,87,Female,12541,0.28999999165534973,0,0
5582,2982,1998-04-17,41256,12,3438,C,1998,66708.93210702341,900.0,138939.1,299,10965.250836120402,66,233,0.2832618025751073,3601,88,Male,8402,3.130000114440918,1,0
5584,2986,1997-12-06,24792,24,1033,C,1997,51562.93836206896,500.0,91488.4,232,6759.487068965517,64,168,0.38095238095238093,3606,68,Male,8288,3.7899999618530273,1,0
5585,2988,1998-07-08,88608,12,7384,C,1998,54292.82710843374,900.0,148386.3,166,12701.234939759037,76,90,0.8444444444444444,3608,79,Male,8512,3.509999990463257,0,0
5586,2994,1996-09-14,48744,36,1354,C,1996,50436.32344497607,900.0,75876.6,209,6252.985645933014,66,143,0.46153846153846156,3616,62,Female,8909,4.010000228881836,1,0
5589,3005,1998-06-05,390000,48,8125,C,1998,44816.05510204082,600.0,120714.8,98,10896.857142857143,43,55,0.7818181818181819,3629,79,Male,8388,2.4100000858306885,0,0
5591,3021,1996-12-04,155616,48,3242,C,1996,32030.84022988506,300.0,62153.6,174,7758.264367816092,66,108,0.6111111111111112,3649,67,Female,10124,0.5600000023841858,0,0
5593,3037,1996-04-18,277884,36,7719,D,1996,33307.294052044606,-2507.3,129394.2,269,8637.847583643123,103,166,0.6204819277108434,3670,46,Female,8254,2.7899999618530273,0,1
5595,3050,1994-09-02,82896,12,6908,A,1994,57008.19308072488,900.0,116803.9,607,10008.028006589786,141,466,0.30257510729613735,3687,54,Male,8208,1.8899999856948853,1,0
5599,3064,1995-03-21,15420,12,1285,A,1995,34463.50626223092,1000.0,60754.9,511,2946.1819960861058,165,346,0.476878612716763,3705,61,Female,12541,0.28999999165534973,0,0
5606,3084,1996-08-28,253512,36,7042,D,1996,31018.180808080808,-4976.4,111044.2,198,8075.439393939394,77,121,0.6363636363636364,3730,81,Female,8444,3.240000009536743,0,1
5610,3112,1996-02-24,123216,48,2567,C,1996,73373.84863013698,700.0,155866.5,438,11011.351598173516,143,295,0.4847457627118644,3763,49,Female,8965,7.079999923706055,1,0
5611,3115,1996-11-15,321180,60,5353,C,1996,36290.123414634145,700.0,90257.3,205,11250.814634146342,70,135,0.5185185185185185,3767,90,Male,10045,1.4199999570846558,0,0
5614,3137,1998-09-21,253560,60,4226,C,1998,40408.4528,900.0,76509.7,125,10247.304,49,76,0.6447368421052632,3793,75,Female,10446,7.340000152587891,0,0
5616,3143,1998-05-15,130896,24,5454,C,1998,36815.5775,300.0,59232.8,160,3619.75625,74,86,0.8604651162790697,3800,72,Female,8965,7.079999923706055,0,0
5620,3161,1998-06-16,30012,12,2501,C,1998,51258.472535211265,700.0,127752.0,142,10923.570422535211,62,80,0.775,3822,73,Male,9060,1.7799999713897705,0,0
5624,3166,1995-01-03,177744,48,3703,D,1995,51120.57547169811,-2485.5,145957.0,424,9751.92924528302,159,265,0.6,3829,54,Male,8444,3.240000009536743,1,1
5625,3189,1996-12-15,222180,60,3703,D,1996,34416.206666666665,-5967.9,130659.1,195,7446.446153846154,78,117,0.6666666666666666,3855,87,Male,8843,2.819999933242798,0,1
5634,3229,1997-05-01,39024,12,3252,A,1997,53676.35,300.0,141937.9,276,8918.141304347826,89,187,0.47593582887700536,3906,90,Male,9624,1.600000023841858,1,0
5635,3230,1996-10-04,77184,36,2144,C,1996,46820.69391634981,200.0,142917.9,263,11834.045627376427,103,160,0.64375,3907,72,Female,12541,0.28999999165534973,0,0
5638,3249,1997-08-27,68124,12,5677,A,1997,37101.86729559748,1100.0,72160.7,159,7191.0817610062895,54,105,0.5142857142857142,3929,69,Male,10673,4.75,0,0
5643,3273,1997-09-21,94512,12,7876,B,1997,35498.68700787402,-5669.0,133407.7,254,15326.507874015748,108,146,0.7397260273972602,3962,74,Male,10673,4.75,0,1
5644,3293,1998-11-27,276084,36,7669,C,1998,58992.37039473685,1100.0,132186.8,152,10826.355263157895,35,117,0.29914529914529914,3984,62,Female,12541,0.28999999165534973,1,0
5651,3329,1997-12-08,19248,12,1604,A,1997,36278.72049689441,200.0,65132.4,161,6640.621118012423,57,104,0.5480769230769231,4024,62,Male,8980,1.9500000476837158,0,0
5656,3353,1997-02-09,146064,24,6086,C,1997,43446.14385964913,200.0,131271.4,228,8579.728070175439,71,157,0.45222929936305734,4055,73,Female,10673,4.75,0,0
5657,3354,1994-07-05,4980,12,415,A,1994,25255.017105263156,800.0,50990.7,532,2732.0225563909776,136,396,0.3434343434343434,4056,74,Female,8288,3.7899999618530273,0,0
5665,3390,1998-03-11,40632,12,3386,C,1998,52233.97298578199,1100.0,79347.6,211,4834.8530805687205,49,162,0.30246913580246915,4099,81,Female,8754,3.8299999237060547,0,0
5669,3403,1998-06-27,71820,36,1995,C,1998,56392.7425,700.0,119933.3,120,10344.0,48,72,0.6666666666666666,4114,62,Male,8288,3.7899999618530273,0,0
5674,3418,1997-06-10,207264,48,4318,C,1997,50328.10489130435,400.0,124817.8,184,12088.027173913044,71,113,0.6283185840707964,4132,64,Male,8388,2.4100000858306885,0,0
5681,3448,1997-10-20,68664,24,2861,C,1997,39039.659859154934,700.0,115629.1,142,8911.31690140845,58,84,0.6904761904761905,4169,46,Female,8757,3.380000114440918,0,0
5682,3455,1997-03-07,67464,12,5622,A,1997,52170.68989361702,600.0,111360.3,188,12435.356382978724,67,121,0.5537190082644629,4177,91,Male,9675,6.429999828338623,0,0
5683,3460,1998-05-29,140688,48,2931,C,1998,48259.27631578947,300.0,144580.4,114,9087.771929824561,46,68,0.6764705882352942,4182,85,Male,8427,1.1200000047683716,0,0
5693,3489,1995-08-01,44088,24,1837,A,1995,43205.77023411371,1000.0,65421.1,299,5572.846153846154,98,201,0.48756218905472637,4217,75,Female,8899,3.390000104904175,0,0
5698,3556,1998-09-22,174840,60,2914,C,1998,34599.66428571429,1100.0,64669.5,112,5636.071428571428,37,75,0.49333333333333335,4291,75,Female,8757,3.380000114440918,0,0
5699,3562,1998-05-24,174960,24,7290,C,1998,65495.37626262626,1000.0,159286.4,198,12797.848484848484,81,117,0.6923076923076923,4299,49,Female,8187,4.829999923706055,0,0
5706,3608,1996-05-24,161496,36,4486,C,1996,44903.7301994302,500.0,113865.5,351,7418.54415954416,124,227,0.5462555066079295,4352,55,Male,8994,3.799999952316284,0,0
5713,3629,1995-05-30,158760,60,2646,C,1995,22872.59943289225,900.0,59898.4,529,4354.23629489603,152,377,0.40318302387267907,4377,48,Male,9060,1.7799999713897705,0,0
5718,3637,1997-09-01,14028,12,1169,A,1997,57387.776702508956,400.0,88923.7,279,4611.297491039427,79,200,0.395,4386,81,Female,8240,2.5299999713897705,0,0
5719,3664,1997-09-20,271584,48,5658,C,1997,66299.2724489796,800.0,115112.9,196,12466.989795918367,79,117,0.6752136752136753,4417,50,Male,12541,0.28999999165534973,1,0
5723,3674,1994-09-10,23628,12,1969,A,1994,67646.36731448762,1000.0,157160.6,566,12120.063604240282,214,352,0.6079545454545454,4428,72,Male,8965,7.079999923706055,0,0
5724,3678,1995-02-05,316140,60,5269,D,1995,9703.568203883495,-15008.6,39616.2,412,3885.393203883495,157,255,0.615686274509804,4433,58,Male,12541,0.28999999165534973,0,1
5725,3679,1996-07-23,444864,48,9268,C,1996,32769.780743243246,800.0,63171.9,296,5597.966216216216,109,187,0.5828877005347594,4434,62,Male,9624,1.600000023841858,0,0
5731,3711,1997-11-05,460980,60,7683,D,1997,24889.036363636365,-6279.5,103750.1,99,7757.989898989899,33,66,0.5,4474,62,Female,8980,1.9500000476837158,0,1
5739,3747,1995-01-02,76380,12,6365,A,1995,17850.465714285714,1100.0,41703.3,420,3051.957142857143,141,279,0.5053763440860215,4520,69,Female,12541,0.28999999165534973,0,0
5740,3752,1995-04-02,18564,12,1547,A,1995,54279.41222570533,200.0,93905.7,319,5519.833855799373,99,220,0.45,4527,63,Female,12541,0.28999999165534973,0,0
5741,3754,1996-11-03,68544,24,2856,A,1996,49793.831511254015,900.0,96558.8,311,6868.768488745981,71,240,0.29583333333333334,4529,50,Male,9065,4.460000038146973,0,0
5750,3804,1996-02-08,63252,12,5271,A,1996,45741.53541202672,13097.7,86343.2,449,8730.679287305122,118,331,0.3564954682779456,4584,77,Female,9920,2.259999990463257,0,0
5754,3834,1994-09-28,23052,12,1921,A,1994,24110.17948717949,700.0,54321.8,663,3337.6998491704376,157,506,0.3102766798418972,4620,86,Female,9897,1.600000023841858,0,0
5758,3859,1997-05-02,307200,60,5120,D,1997,32113.878106508877,-11549.2,142668.1,169,10405.763313609468,66,103,0.6407766990291263,4652,64,Male,8240,2.5299999713897705,0,1
5760,3862,1998-09-18,74916,36,2081,C,1998,58230.735467980296,600.0,143676.5,203,12349.334975369458,72,131,0.549618320610687,4656,84,Male,12541,0.28999999165534973,0,0
5765,3875,1998-02-10,153936,24,6414,C,1998,58977.558333333334,1100.0,117929.2,72,15871.444444444445,28,44,0.6363636363636364,4672,77,Male,8254,2.7899999618530273,0,0
5772,3906,1998-03-08,334620,60,5577,C,1998,65691.92826086956,1100.0,98482.2,92,13436.75,37,55,0.6727272727272727,4710,65,Female,8363,2.5199999809265137,0,0
5773,3907,1998-03-16,133848,24,5577,C,1998,44798.965497076024,600.0,133750.5,171,10871.444444444445,71,100,0.71,4712,66,Female,9065,4.460000038146973,0,0
5774,3916,1998-07-12,96984,36,2694,C,1998,19029.85053763441,800.0,50063.3,93,5753.989247311828,32,61,0.5245901639344263,4722,54,Male,11277,1.25,0,0
5779,3942,1997-10-14,107352,36,2982,C,1997,56693.7706185567,600.0,153505.8,194,11873.974226804125,84,110,0.7636363636363637,4754,87,Female,8561,0.6499999761581421,0,0
5782,3953,1998-01-04,63576,12,5298,C,1998,56931.3674796748,201.3,109399.2,123,10145.439024390244,56,67,0.835820895522388,4768,66,Female,12541,0.28999999165534973,0,0
5784,3967,1997-03-29,84600,36,2350,D,1997,56606.67365591398,-2919.6,171098.4,186,12760.20430107527,81,105,0.7714285714285715,4786,88,Male,9897,1.600000023841858,0,1
5790,4033,1997-03-20,84288,48,1756,C,1997,33227.868674698795,1000.0,51549.8,166,3907.222891566265,53,113,0.4690265486725664,4861,49,Female,8720,3.7300000190734863,0,0
5799,4052,1997-12-28,106128,36,2948,C,1997,42185.79029850747,900.0,86533.3,134,7364.179104477612,54,80,0.675,4882,48,Male,9198,3.3299999237060547,0,0
5804,4079,1995-04-05,158976,48,3312,C,1995,51391.103951890036,600.0,137121.4,582,8484.66323024055,180,402,0.44776119402985076,4916,87,Male,8363,2.5199999809265137,0,0
5805,4081,1995-11-28,137904,24,5746,B,1995,10206.033333333335,-14137.2,53113.4,213,5061.408450704225,86,127,0.6771653543307087,4918,58,Male,9622,0.44999998807907104,0,1
5808,4099,1997-07-31,41856,48,872,C,1997,41636.916600790515,800.0,73519.1,253,4707.110671936759,62,191,0.32460732984293195,4937,66,Female,9897,1.600000023841858,1,0
5815,4116,1998-06-03,151200,36,4200,C,1998,51325.25555555556,1000.0,127677.8,90,15014.577777777778,40,50,0.8,4956,80,Male,8546,2.950000047683716,0,0
5817,4127,1997-08-15,100800,24,4200,D,1997,17798.000709219858,-2929.9,92354.7,141,4089.54609929078,36,105,0.34285714285714286,4968,88,Male,8187,4.829999923706055,0,1
5823,4144,1998-06-21,212976,36,5916,C,1998,47904.7875,1100.0,119287.7,184,10992.885869565218,74,110,0.6727272727272727,4993,53,Female,12541,0.28999999165534973,0,0
5830,4190,1997-08-28,405780,60,6763,C,1997,32027.156825396825,700.0,54224.7,315,3537.057142857143,105,210,0.5,5050,75,Male,8544,1.2899999618530273,0,0
5836,4259,1994-08-27,79632,24,3318,A,1994,55896.300875273526,900.0,124466.1,457,11900.592997811817,114,343,0.3323615160349854,5133,67,Female,8512,3.509999990463257,0,0
5837,4260,1994-06-29,244560,60,4076,C,1994,30541.80934065934,1000.0,72512.5,364,8980.486263736264,126,238,0.5294117647058824,5134,59,Female,8757,3.380000114440918,0,0
5841,4268,1998-11-04,41988,12,3499,C,1998,38628.07410071942,200.0,66016.2,139,4491.791366906475,60,79,0.759493670886076,5143,53,Male,8909,4.010000228881836,0,0
5850,4293,1997-05-22,164196,36,4561,C,1997,56182.94879227053,500.0,127752.3,207,13040.28502415459,87,120,0.725,5171,70,Female,9624,1.600000023841858,0,0
5856,4320,1997-08-09,51360,12,4280,B,1997,47534.281865284975,-5294.6,158633.6,193,14784.528497409327,82,111,0.7387387387387387,5203,81,Female,8814,4.760000228881836,0,1
5861,4337,1994-12-08,51408,24,2142,A,1994,63739.72054455446,900.0,140841.9,404,12509.094059405941,164,240,0.6833333333333333,5224,77,Male,8843,2.819999933242798,1,0
5862,4342,1997-12-09,100128,24,4172,C,1997,68997.78436213992,700.0,140822.6,243,10473.818930041152,91,152,0.5986842105263158,5232,78,Female,10673,4.75,1,0
5865,4354,1998-10-30,327660,60,5461,C,1998,50764.49714285714,1000.0,112775.8,140,11488.814285714287,55,85,0.6470588235294118,5245,84,Female,8965,7.079999923706055,1,0
5868,4361,1997-03-29,90156,12,7513,A,1997,75699.37365853658,700.0,150627.4,205,16129.878048780487,73,132,0.553030303030303,5253,80,Female,8173,2.7699999809265137,1,0
5876,4413,1995-02-08,221280,48,4610,C,1995,37896.8612987013,1100.0,106144.8,385,11039.085714285715,118,267,0.4419475655430712,5318,58,Male,10673,4.75,0,0
5877,4414,1995-02-23,97224,24,4051,A,1995,34078.56205450734,1000.0,68273.0,477,3760.0943396226417,170,307,0.5537459283387622,5320,75,Female,8114,2.380000114440918,0,0
5878,4415,1997-04-01,74040,12,6170,A,1997,49238.100000000006,600.0,87902.2,396,5578.063131313132,90,306,0.29411764705882354,5322,70,Female,8746,3.3299999237060547,0,0
5880,4423,1995-10-31,73836,36,2051,A,1995,43140.851807228915,900.0,129607.8,332,8123.144578313253,111,221,0.502262443438914,5333,59,Female,10446,7.340000152587891,1,0
5882,4427,1994-09-26,87816,12,7318,A,1994,18751.61805929919,800.0,43442.2,371,4359.865229110512,165,206,0.8009708737864077,5337,65,Male,12541,0.28999999165534973,0,0
5886,4447,1996-10-31,192744,36,5354,C,1996,47417.91621621622,200.0,128778.8,185,10508.108108108108,69,116,0.5948275862068966,5364,62,Male,8544,1.2899999618530273,0,0
5887,4448,1994-10-03,192744,36,5354,A,1994,67148.88414918414,700.0,157005.2,429,10913.550116550117,175,254,0.6889763779527559,5366,55,Female,8441,3.450000047683716,1,0
5889,4456,1998-02-09,321240,60,5354,C,1998,71071.26296296295,700.0,141990.0,189,11581.63492063492,76,113,0.672566371681416,5376,56,Male,10045,1.4199999570846558,1,0
5892,4462,1996-05-14,66480,24,2770,B,1996,31641.585786802032,-3072.8,132047.1,197,9809.847715736041,83,114,0.7280701754385965,5384,91,Male,8746,3.3299999237060547,0,1
5893,4467,1998-08-03,86184,36,2394,C,1998,28897.833035714284,300.0,48830.7,112,5781.258928571428,43,69,0.6231884057971014,5389,58,Male,8114,2.380000114440918,0,0
5895,4473,1997-01-03,93960,60,1566,C,1997,55406.47588652482,800.0,88246.7,282,7045.801418439716,77,205,0.375609756097561,5395,64,Male,8390,2.2799999713897705,0,0
5897,4476,1996-09-25,15192,24,633,A,1996,27474.9476426799,500.0,48157.1,403,3804.928039702233,102,301,0.3388704318936877,5399,54,Female,8991,1.3899999856948853,0,0
5900,4503,1996-01-01,135360,48,2820,C,1996,58017.79656357389,200.0,146479.5,291,13206.814432989691,118,173,0.6820809248554913,5433,51,Male,8187,4.829999923706055,1,0
5906,4533,1998-05-05,81144,36,2254,C,1998,61929.16260869565,200.0,127543.0,115,14702.573913043478,49,66,0.7424242424242424,5468,82,Female,9893,4.090000152587891,1,0
5909,4550,1998-01-03,61320,60,1022,C,1998,24383.026285714284,700.0,34806.9,175,2443.697142857143,50,125,0.4,5487,79,Female,8772,4.690000057220459,0,0
5918,4576,1994-06-04,300204,36,8339,A,1994,34993.558637469585,300.0,68594.0,411,6660.549878345499,140,271,0.5166051660516605,5517,62,Male,8720,3.7300000190734863,0,0
5922,4580,1995-08-05,20220,12,1685,A,1995,50450.64187327824,500.0,127871.3,363,10802.476584022039,139,224,0.6205357142857143,5521,53,Female,8899,3.390000104904175,1,0
5923,4585,1996-10-10,64656,48,1347,C,1996,38609.348958333336,200.0,59120.9,192,4523.526041666667,63,129,0.4883720930232558,5526,79,Male,8561,0.6499999761581421,1,0
5930,4616,1998-01-12,66696,24,2779,C,1998,75694.40894308944,1000.0,163270.3,123,14140.731707317073,50,73,0.684931506849315,5563,50,Male,12541,0.28999999165534973,1,0
5931,4618,1997-03-17,66696,24,2779,D,1997,28952.571428571428,-7914.0,115744.9,147,9493.190476190477,52,95,0.5473684210526316,5565,60,Female,8980,1.9500000476837158,0,1
5932,4626,1997-06-18,33348,12,2779,A,1997,45548.06265060241,700.0,112215.0,166,12506.927710843374,71,95,0.7473684210526316,5574,56,Female,8899,3.390000104904175,0,0
5933,4631,1997-12-13,87528,24,3647,C,1997,58144.19772727272,800.0,105532.5,132,8376.75,51,81,0.6296296296296297,5579,75,Male,8909,4.010000228881836,1,0
5938,4650,1996-08-25,402000,60,6700,C,1996,24212.77265917603,200.0,52350.0,267,3112.767790262172,113,154,0.7337662337662337,5606,46,Male,9753,4.639999866485596,0,0
5940,4660,1997-05-28,106944,24,4456,C,1997,40061.66182795699,58.3,83932.6,186,8629.758064516129,49,137,0.35766423357664234,5618,73,Female,8288,3.7899999618530273,0,0
5942,4681,1997-03-15,162624,48,3388,C,1997,36237.41194539249,14511.5,73289.5,293,6144.621160409556,87,206,0.4223300970873786,5642,69,Female,10177,6.630000114440918,0,0
5953,4715,1997-03-14,97176,24,4049,C,1997,58908.00927152318,400.0,119072.6,151,17155.53642384106,52,99,0.5252525252525253,5684,71,Female,11277,1.25,1,0
5956,4725,1997-11-04,168264,36,4674,C,1997,26669.752727272724,700.0,70585.8,110,10956.663636363637,40,70,0.5714285714285714,5699,76,Male,8746,3.3299999237060547,0,0
5959,4727,1995-08-11,107640,24,4485,A,1995,57387.172649572654,600.0,123789.4,351,10259.156695156695,98,253,0.38735177865612647,5701,67,Female,8507,1.6699999570846558,0,0
5963,4746,1997-09-07,204780,60,3413,C,1997,65438.24333333333,200.0,151002.2,150,15810.0,61,89,0.6853932584269663,5727,73,Male,9897,1.600000023841858,1,0
5970,4774,1995-07-09,465072,48,9689,C,1995,42692.51333333333,300.0,99235.3,390,7624.992307692308,127,263,0.4828897338403042,5760,78,Male,8512,3.509999990463257,0,0
5973,4784,1997-11-24,219456,48,4572,C,1997,63309.83048780487,400.0,95801.1,82,12418.560975609756,34,48,0.7083333333333334,5774,66,Female,8369,1.7899999618530273,0,0
5976,4794,1997-12-27,465504,48,9698,D,1997,18768.238775510203,-1736.2,49947.4,196,4513.908163265306,55,141,0.3900709219858156,5788,64,Male,8994,3.799999952316284,0,1
5977,4803,1997-02-25,59136,48,1232,C,1997,25076.751445086706,6620.0,38938.4,173,2158.878612716763,78,95,0.8210526315789474,5801,47,Female,10787,2.640000104904175,0,0
5980,4825,1995-08-18,21396,12,1783,A,1995,29775.122,1000.0,49989.5,300,4501.24,119,181,0.6574585635359116,5826,58,Male,9045,3.130000114440918,0,0
5988,4851,1996-08-22,141648,24,5902,A,1996,47641.119047619046,200.0,144982.7,231,12210.39393939394,93,138,0.6739130434782609,5858,74,Male,8363,2.5199999809265137,0,0
5989,4852,1996-03-04,213300,36,5925,C,1996,24266.1875,400.0,42443.7,272,3691.0992647058824,123,149,0.825503355704698,5860,62,Male,9538,1.5099999904632568,0,0
5991,4858,1998-07-27,335184,48,6983,D,1998,31293.369465648855,-6652.7,100570.6,131,12238.65648854962,53,78,0.6794871794871795,5866,48,Female,8110,5.769999980926514,0,1
5992,4863,1997-03-18,76080,12,6340,A,1997,60853.264728682174,300.0,105699.0,258,10432.616279069767,68,190,0.35789473684210527,5873,47,Female,9307,3.8499999046325684,1,0
5997,4894,1993-11-04,117024,24,4876,A,1993,63229.43471882641,800.0,135208.6,409,10360.056234718826,139,270,0.5148148148148148,5911,91,Male,10045,1.4199999570846558,1,0
5999,4907,1996-01-03,98832,48,2059,C,1996,28032.12056277056,500.0,70008.7,462,4224.3138528138525,121,341,0.3548387096774194,5928,56,Female,8388,2.4100000858306885,0,0
6004,4937,1994-07-23,143904,24,5996,A,1994,56706.846582733815,700.0,135934.5,556,9232.131294964029,175,381,0.45931758530183725,5965,75,Male,8187,4.829999923706055,0,0
6006,4948,1996-11-15,359760,60,5996,C,1996,42787.39404255319,900.0,127807.6,235,8911.16170212766,87,148,0.5878378378378378,5977,47,Male,9425,1.7200000286102295,0,0
6007,4949,1997-08-30,289920,48,6040,C,1997,64994.721052631576,400.0,124677.6,152,13562.782894736842,54,98,0.5510204081632653,5978,82,Female,8705,5.75,1,0
6010,4969,1997-03-06,150180,60,2503,C,1997,62165.9354368932,200.0,144323.1,206,13357.422330097088,74,132,0.5606060606060606,6001,89,Male,8441,3.450000047683716,0,0
6011,4981,1996-11-28,179328,48,3736,C,1996,35935.02079646018,200.0,81614.7,226,7845.570796460177,71,155,0.45806451612903226,6015,53,Male,9897,1.600000023841858,0,0
6012,4994,1996-08-03,258444,36,7179,C,1996,56447.75490196078,600.0,113564.6,204,10234.161764705883,85,119,0.7142857142857143,6033,60,Male,12541,0.28999999165534973,0,0
6013,4995,1996-02-03,128988,36,3583,D,1996,43616.74248366013,-36.1,140649.5,306,10047.921568627451,122,184,0.6630434782608695,6034,87,Male,8547,2.6500000953674316,0,1
6014,4999,1997-05-18,165168,36,4588,C,1997,46688.76972111553,300.0,124253.7,251,8672.689243027888,81,170,0.4764705882352941,6039,68,Female,12541,0.28999999165534973,1,0
6015,5001,1996-11-09,110112,24,4588,A,1996,54644.95652173913,700.0,135658.1,253,12253.94466403162,95,158,0.6012658227848101,6042,63,Male,8240,2.5299999713897705,0,0
6019,5033,1996-07-25,11400,12,950,A,1996,28061.945768025074,300.0,49934.0,319,2059.1003134796238,96,223,0.4304932735426009,6077,46,Female,9897,1.600000023841858,0,0
6027,5066,1996-02-10,61656,24,2569,B,1996,43536.63242424242,-2177.3,122984.8,330,7089.006060606061,83,247,0.3360323886639676,6115,73,Female,8598,2.7699999809265137,0,1
6028,5072,1997-02-09,317520,60,5292,C,1997,47479.37898305085,1100.0,83424.1,295,5690.125423728814,67,228,0.29385964912280704,6122,58,Female,8546,2.950000047683716,0,0
6037,5118,1997-05-04,53232,48,1109,C,1997,34837.293069306936,1100.0,50514.8,303,2613.841584158416,90,213,0.4225352112676056,6175,62,Male,8994,3.799999952316284,0,0
6038,5120,1994-08-10,323472,48,6739,A,1994,48334.31294642857,200.0,120886.8,448,9773.151785714286,168,280,0.6,6178,86,Female,12541,0.28999999165534973,1,0
6043,5126,1996-01-11,20352,48,424,C,1996,25328.347766323026,400.0,44427.9,291,2941.443298969072,100,191,0.5235602094240838,6185,78,Female,8757,3.380000114440918,0,0
6044,5133,1998-01-27,57060,12,4755,C,1998,50424.9381443299,900.0,125665.2,194,9542.711340206186,61,133,0.45864661654135336,6196,83,Male,9893,4.090000152587891,1,0
6052,5164,1998-03-23,22356,36,621,C,1998,22677.79126213592,6392.0,37212.7,103,2798.990291262136,42,61,0.6885245901639344,6235,86,Male,9307,3.8499999046325684,0,0
6054,5180,1998-07-16,58764,12,4897,C,1998,45372.74794520548,700.0,111219.2,73,12124.602739726028,36,37,0.972972972972973,6255,80,Female,9897,1.600000023841858,1,0
6055,5181,1997-04-28,399120,60,6652,C,1997,39558.41045751634,300.0,85656.2,153,6678.856209150327,68,85,0.8,6257,84,Female,8819,5.380000114440918,0,0
6059,5196,1997-12-28,79824,12,6652,A,1997,59867.65,300.0,130168.2,128,13118.90625,50,78,0.6410256410256411,6275,70,Male,8598,2.7699999809265137,1,0
6063,5213,1996-04-25,320976,48,6687,D,1996,46787.01375838926,-2052.2,130775.0,298,13523.392617449665,121,177,0.6836158192090396,6299,90,Male,12541,0.28999999165534973,1,1
6064,5215,1994-08-04,14628,12,1219,A,1994,44613.71116352201,200.0,78660.6,636,3500.2783018867926,140,496,0.28225806451612906,6301,77,Female,8743,1.8799999952316284,1,0
6066,5228,1994-07-11,173808,24,7242,A,1994,64379.71183035714,1000.0,142169.0,448,15765.044642857143,132,316,0.4177215189873418,6317,69,Female,8909,4.010000228881836,0,0
6072,5256,1994-05-10,193968,36,5388,A,1994,52823.16625615764,800.0,152015.8,406,8969.75369458128,203,203,1.0,6349,54,Male,8994,3.799999952316284,0,0
6073,5263,1996-11-12,276300,60,4605,C,1996,36115.83345588235,500.0,73335.0,272,3559.783088235294,120,152,0.7894736842105263,6359,50,Male,9624,1.600000023841858,0,0
6075,5267,1997-11-26,129312,24,5388,D,1997,43730.07142857143,-8657.3,117298.7,231,12405.714285714286,90,141,0.6382978723404256,6363,53,Female,9753,4.639999866485596,0,1
